"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @openletterbot: I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols #il…",FALSE,0,NA,2019-04-21 21:21:45,FALSE,NA,"1120075172470501376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MBCitizenusa",5,TRUE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols #il…",FALSE,0,NA,2019-04-21 21:20:04,FALSE,NA,"1120074749466435584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ProfSybill",5,TRUE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols #il…",FALSE,0,NA,2019-04-21 21:09:21,FALSE,NA,"1120072050478075912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jvhellew",5,TRUE,FALSE,NA,NA
"I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth… https://t.co/MByJRl8quZ",FALSE,6,NA,2019-04-21 21:08:15,TRUE,NA,"1120071773255417856",NA,"<a href=""http://resist.bot"" rel=""nofollow"">Resistbot Open Letters</a>","openletterbot",5,FALSE,FALSE,NA,NA
"@wapella @DailyLibber @funnygirlescope @RodneyDavis Haha... ""Sensible reps""",FALSE,1,"wapella",2019-04-21 20:58:37,FALSE,"1120046728672157698","1120069349270851584","15098585","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"RT @tristan1949: @RodneyDavis Do you understand the Rule of Law?  IL 13 is watching. https://t.co/W4uc1jyh8x",FALSE,0,NA,2019-04-21 20:39:31,FALSE,NA,"1120064542669721607",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleSPI",4,TRUE,FALSE,NA,NA
"RT @tristan1949: @RodneyDavis Do you understand the Rule of Law?  IL 13 is watching. https://t.co/W4uc1jyh8x",FALSE,0,NA,2019-04-21 20:21:55,FALSE,NA,"1120060113367093248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k2travel1456",4,TRUE,FALSE,NA,NA
"RT @tristan1949: @RodneyDavis Do you understand the Rule of Law?  IL 13 is watching. https://t.co/W4uc1jyh8x",FALSE,0,NA,2019-04-21 20:18:56,FALSE,NA,"1120059365044756481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",4,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Reading for @RodneyDavis #IL13isWatching #Indivisible #impeachmenthearingsnow #impeachmentnow https://t.co/u4k0MKKzZJ",FALSE,0,NA,2019-04-21 20:18:34,FALSE,NA,"1120059271935344645",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",4,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis If Jesus were alive today, he would oppose your hateful, cruel and selfish agenda, @RodneyDavis. Jesus did no…",FALSE,0,NA,2019-04-21 20:12:13,FALSE,NA,"1120057671791542272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",1,TRUE,FALSE,NA,NA
"@RodneyDavis Do you understand the Rule of Law?  IL 13 is watching. https://t.co/W4uc1jyh8x",FALSE,4,"RodneyDavis",2019-04-21 20:05:28,FALSE,NA,"1120055976101580800","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",4,FALSE,FALSE,NA,NA
"@IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU… https://t.co/zpyMM3eFb4",FALSE,0,"IndivisibleIL",2019-04-21 19:46:14,TRUE,"1119805170454597633","1120051133865779200","831319111414210560","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JenniGardner13",0,FALSE,FALSE,NA,NA
"@wapella @lad1121 @RodneyDavis @WhiteHouse Don't care",FALSE,0,"wapella",2019-04-21 19:44:12,FALSE,"1120050121801175040","1120050620696801281","15098585","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"@Cre8ureofhabit @lad1121 @RodneyDavis @WhiteHouse Doubt it",FALSE,0,"Cre8ureofhabit",2019-04-21 19:42:13,FALSE,"1120004469280923648","1120050121801175040","1040063127524700160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wapella",0,FALSE,FALSE,NA,NA
"@DailyLibber @funnygirlescope @RodneyDavis Utter rubbish.  You work for some service harassing sensible Reps and co… https://t.co/FKyADuY5QU",FALSE,0,"DailyLibber",2019-04-21 19:28:44,TRUE,"1119678244364726274","1120046728672157698","837821790638460929","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wapella",0,FALSE,FALSE,NA,NA
"House Representative Rodney Davis (@RodneyDavis) IL-13 voted for the AHCA bill.",FALSE,0,NA,2019-04-21 19:17:16,FALSE,NA,"1120043845792751624",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","AmHealthCareAct",0,FALSE,FALSE,NA,NA
"RT @IL13voter: .@RodneyDavis I am currently reading the #MuellerReport and see with my own eyes that Barr spun a deliberately false and mis…",FALSE,0,NA,2019-04-21 19:05:30,FALSE,NA,"1120040881204146176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottCross22",9,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 19:05:18,FALSE,NA,"1120040834089521154",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottCross22",25,TRUE,FALSE,NA,NA
"Well, @RodneyDavis, how are you holding the administration accountable? Or did you conveniently forget to read this… https://t.co/vHmMhXqTIQ",FALSE,5,NA,2019-04-21 18:58:17,TRUE,NA,"1120039065104134144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilySuess",3,FALSE,FALSE,NA,NA
"@RepGraceMeng @SenKevinCramer @RepLipinski @RepDelBene @RodneyDavis @RepDaveJoyce @RepThomasMassie @SenWarren… https://t.co/5MbGn2Eifp",FALSE,0,"MarshallLawTeam",2019-04-21 18:27:26,TRUE,"1120031300533084166","1120031302173044736","708119064938483712","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarshallLawTeam",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: He is risen! From my family to yours, Happy Easter! https://t.co/ZmAHvOGSeE",FALSE,0,NA,2019-04-21 17:44:48,FALSE,NA,"1120020572442906625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","olivas_chloe",2,TRUE,FALSE,NA,NA
"@ABPatriotWriter @il_american @RodneyDavis Rodney wasn't at the rally and gained some points with his own gop base?",FALSE,0,"ABPatriotWriter",2019-04-21 17:29:41,FALSE,"1120013063220936704","1120016771854082049","825836173742395392","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"@Cre8ureofhabit @il_american @RodneyDavis Trump visited Mike Bost's district, not Rodney's",FALSE,0,"Cre8ureofhabit",2019-04-21 17:14:57,FALSE,"1120005232631713792","1120013063220936704","1040063127524700160","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ABPatriotWriter",0,FALSE,FALSE,NA,NA
"I just delivered this letter from Emily in Urbana, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols… https://t.co/U2wQXn1oBA",FALSE,1,NA,2019-04-21 17:13:54,TRUE,NA,"1120012799051046912",NA,"<a href=""http://resist.bot"" rel=""nofollow"">Resistbot Open Letters</a>","openletterbot",0,FALSE,FALSE,NA,NA
"@ABPatriotWriter @il_american @RodneyDavis It took a visit from both the pres and vice for Rodney to barely won last time..",FALSE,0,"ABPatriotWriter",2019-04-21 16:43:50,FALSE,"1119694919759585282","1120005232631713792","825836173742395392","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"@JaimeThissen @Grace4Peace1 @RodneyDavis Well shit if Jaime says it will fail I guess we should continue with the same system we have now.",FALSE,0,"JaimeThissen",2019-04-21 16:43:07,FALSE,"1119713843511427074","1120005052276588545","865290546084028417","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"@wapella @lad1121 @RodneyDavis @WhiteHouse Lol. Yeah.. my take home pay increased by $10 every paycheck and my tax return was cut in half...",FALSE,0,"wapella",2019-04-21 16:40:48,FALSE,"1119807627221983232","1120004469280923648","15098585","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cre8ureofhabit",0,FALSE,FALSE,NA,NA
"@IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU… https://t.co/l0mb09FCER",FALSE,0,"IndivisibleIL",2019-04-21 16:30:01,TRUE,"1119805170454597633","1120001755805306880","831319111414210560","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Spectre723",0,FALSE,FALSE,NA,NA
"@CU_Indivisible @RodneyDavis RD's lying memes:

- Wife a nurse and cancer survivor = HC supporter (not).
- Shot at… https://t.co/HGeWLBj97l",FALSE,3,"CU_Indivisible",2019-04-21 16:24:19,TRUE,"1119242537510887426","1120000318668967937","820009466800340992","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"RT @FactsRGood: @RodneyDavis Please use this holy day to reflect on how we are told to take care of others and how the policies of your par…",FALSE,0,NA,2019-04-21 16:13:34,FALSE,NA,"1119997616518041603",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",1,TRUE,FALSE,NA,NA
"RT @ILGOP: With @BetsyforIL kicking off her 2nd #IL13 campaign, we dedicate this #ThrowbackThursday to when @CNN called the race early befo…",FALSE,0,NA,2019-04-21 15:59:02,FALSE,NA,"1119993958233333761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drcstuff",5,TRUE,FALSE,NA,NA
"@RodneyDavis He is risen indeed!",FALSE,0,"RodneyDavis",2019-04-21 15:54:40,FALSE,"1119948901660778498","1119992859564945408","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClinninJohn",0,FALSE,FALSE,NA,NA
"@RodneyDavis Please use this holy day to reflect on how we are told to take care of others and how the policies of… https://t.co/JQAe79Ilaq",FALSE,7,"RodneyDavis",2019-04-21 15:50:32,TRUE,"1119948901660778498","1119991815913000960","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FactsRGood",1,FALSE,FALSE,NA,NA
"@RodneyDavis #FakeChristian @RodneyDavis would call Jesus his ""political opponent"" and a ""paid protestor"" &amp;  would… https://t.co/xh2UlHEY1y",FALSE,5,"_GreatBike_",2019-04-21 15:39:48,TRUE,"1119987899020267520","1119989116559659008","93801030","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis You seem to love the second amendment so much Rod that you’ve forgotten about the Establishment clause in the Firs…",FALSE,0,NA,2019-04-21 15:35:36,FALSE,NA,"1119988061197172742",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis Where was the Passover tweet? Or is this a “Christians” only Congressional office?",FALSE,0,NA,2019-04-21 15:35:29,FALSE,NA,"1119988029370793985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"@RodneyDavis If Jesus were alive today, he would oppose your hateful, cruel and selfish agenda, @RodneyDavis. Jesus… https://t.co/vqlAZh3cHv",FALSE,15,"RodneyDavis",2019-04-21 15:34:58,TRUE,"1119948901660778498","1119987899020267520","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 15:34:25,FALSE,NA,"1119987763158319105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","indivisible9IL",25,TRUE,FALSE,NA,NA
"@RodneyDavis ""Based on the facts and the applicable legal standards, we are unable to reach that judgment. Accordin… https://t.co/EUq6PcGNpk",FALSE,2,"RodneyDavis",2019-04-21 15:25:27,TRUE,"1119948901660778498","1119985506266288128","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Butwhyyouask",0,FALSE,FALSE,NA,NA
"@RodneyDavis ""Based on the facts and the applicable legal standards, we are unable to reach that judgment. Accordin… https://t.co/gBUTUWKieN",FALSE,0,"Butwhyyouask",2019-04-21 15:24:01,TRUE,"1119984589064351744","1119985145338126336","2555022494","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Butwhyyouask",0,FALSE,FALSE,NA,NA
"Representatives Ted Lieu (@RepTedLieu), Rodney Davis (@RodneyDavis), Glenn Thompson (@CongressmanGT), and Ann Kuste… https://t.co/Xp8kZcJ3kn",FALSE,24,NA,2019-04-21 15:04:00,TRUE,NA,"1119980106615648256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","thebeatdc",7,FALSE,FALSE,NA,NA
"@realMarkHohe @RodneyDavis @SpeakerPelosi @HouseDemocrats @HouseGOP @WhiteHouse To be fair, Giuliani has been prett… https://t.co/stDiAzaxih",FALSE,0,"realMarkHohe",2019-04-21 14:44:48,TRUE,"1119508142008741888","1119975274899226624","806972430724038656","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",0,FALSE,FALSE,NA,NA
"I found a new account for you to follow, @RodneyDavis. I think you'll find it helpful in your quest to #DoYourJob.… https://t.co/cBQP20zPae",FALSE,0,NA,2019-04-21 14:39:35,TRUE,NA,"1119973961050284040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",0,FALSE,FALSE,NA,NA
"There is EVERYTHING wrong with what @RudyGiuliani is saying. #IL13isWatching and waiting for you to defend this in… https://t.co/d6YsEZaP0X",FALSE,0,NA,2019-04-21 14:21:47,TRUE,NA,"1119969484645781504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 14:12:15,FALSE,NA,"1119967082471481345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",25,TRUE,FALSE,NA,NA
"Time for @RodneyDavis to man up. https://t.co/hfOKEF7s33",FALSE,0,NA,2019-04-21 14:11:44,FALSE,NA,"1119966953270140930",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gdf55",0,FALSE,FALSE,NA,NA
"@RodneyDavis And to you and your family as well Congressman.",FALSE,0,"RodneyDavis",2019-04-21 14:00:21,FALSE,"1119948901660778498","1119964089483243520","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChapmanHenricks",0,FALSE,FALSE,NA,NA
"@RodneyDavis Happy Easter Rodney. As you enjoy your holiday I hope you take a moment to reflect on your choices, vo… https://t.co/rKnvFpSN3O",FALSE,7,"RodneyDavis",2019-04-21 13:53:12,TRUE,"1119948901660778498","1119962289279524865","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"@RnC_for_pres @RodneyDavis Don't lie you're imagining Trump in office for his second term.",FALSE,0,"RnC_for_pres",2019-04-21 13:52:29,FALSE,"1119850517373440000","1119962108903481345","1044019253970526208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CashCribbet",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 13:52:29,FALSE,NA,"1119962108379172869",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","actionillinois1",25,TRUE,FALSE,NA,NA
"@RodneyDavis Just wait for more Christian actions. Like cutting food for kids. Cutting medical care for disabled. Do i need to go on",FALSE,4,"RodneyDavis",2019-04-21 13:46:29,FALSE,"1119948901660778498","1119960598110982144","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frickj13",0,FALSE,FALSE,NA,NA
"@RodneyDavis You seem to love the second amendment so much Rod that you’ve forgotten about the Establishment clause in the First.",FALSE,4,"DrSPff",2019-04-21 13:39:16,FALSE,"1119958056887037952","1119958782052831233","2695886309","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",1,FALSE,FALSE,NA,NA
"@RodneyDavis Nah, you dont get to peddle your religious beliefs when you and the entire @gop are putting brown kids… https://t.co/Zs1gYe6gsE",FALSE,4,"RodneyDavis",2019-04-21 13:36:55,TRUE,"1119948901660778498","1119958192857989120","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donny_moscow",0,FALSE,FALSE,NA,NA
"@RodneyDavis Where was the Passover tweet? Or is this a “Christians” only Congressional office?",FALSE,10,"RodneyDavis",2019-04-21 13:36:23,FALSE,"1119948901660778498","1119958056887037952","993153006","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",1,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 13:34:37,FALSE,NA,"1119957614664855554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krugie_kruger",25,TRUE,FALSE,NA,NA
"@RodneyDavis Your political career shall fall.  From your constituents to you, Happy 2020",FALSE,2,"RodneyDavis",2019-04-21 13:15:15,FALSE,"1119948901660778498","1119952737968377856","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mesosuchus",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: He is risen! From my family to yours, Happy Easter! https://t.co/ZmAHvOGSeE",FALSE,0,NA,2019-04-21 13:05:07,FALSE,NA,"1119950190369177601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JebLadat",2,TRUE,FALSE,NA,NA
"RT @ILCitizen: Agreed. @SenatorDurbin @SenDuckworth @RodneyDavis https://t.co/mxA5EaopvF",FALSE,0,NA,2019-04-21 12:15:05,FALSE,NA,"1119937597579714562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",1,TRUE,FALSE,NA,NA
"RT @CindyMundell: @RodneyDavis How’s the soy bean tariffs impacting your district? This #IL14 constituent hopes you’re replaced &amp; repealed.…",FALSE,0,NA,2019-04-21 12:02:03,FALSE,NA,"1119934318971953152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IndivisibleIL14",1,TRUE,FALSE,NA,NA
"RT @STLRegChamber: Thank you Congressman @RodneyDavis for joining us at our Illinois Public Affairs Network meeting. It was a pleasure disc…",FALSE,0,NA,2019-04-21 10:01:19,FALSE,NA,"1119903935446310912",NA,"<a href=""http://hustleti.me"" rel=""nofollow"">CREAP Bot</a>","CREAPBot",5,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 07:41:15,FALSE,NA,"1119868687354421250",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fade2bluze",25,TRUE,FALSE,NA,NA
"@CashCribbet @RodneyDavis Imagine being this braindead",FALSE,0,"CashCribbet",2019-04-21 06:29:03,FALSE,"1119006343157944320","1119850517373440000","1063577288351105024","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RnC_for_pres",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Reading for @RodneyDavis #IL13isWatching #Indivisible #impeachmenthearingsnow #impeachmentnow https://t.co/u4k0MKKzZJ",FALSE,0,NA,2019-04-21 06:00:25,FALSE,NA,"1119843308455460864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodneyClaeys",4,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 05:28:14,FALSE,NA,"1119835211427139584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WomenMcdonough",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 05:27:58,FALSE,NA,"1119835145459195904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","webmiss007",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Reading for @RodneyDavis #IL13isWatching #Indivisible #impeachmenthearingsnow #impeachmentnow https://t.co/u4k0MKKzZJ",FALSE,0,NA,2019-04-21 05:17:16,FALSE,NA,"1119832451742871552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottCross22",4,TRUE,FALSE,NA,NA
"Reading for @RodneyDavis #IL13isWatching #Indivisible #impeachmenthearingsnow #impeachmentnow https://t.co/u4k0MKKzZJ",FALSE,6,NA,2019-04-21 05:00:18,FALSE,NA,"1119828180590841857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",4,FALSE,FALSE,NA,NA
"RT @Glock21OpEd: @IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU @IndivisibleMcL H…",FALSE,0,NA,2019-04-21 04:49:36,FALSE,NA,"1119825490448134144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleSPI",3,TRUE,FALSE,NA,NA
"Agreed. @SenatorDurbin @SenDuckworth @RodneyDavis https://t.co/mxA5EaopvF",FALSE,4,NA,2019-04-21 04:45:44,FALSE,NA,"1119824514400104448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",1,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:39:32,FALSE,NA,"1119822956836917248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lenihoppenworth",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:35:40,FALSE,NA,"1119821982504112128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:30:00,FALSE,NA,"1119820557804089344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gwen3030",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:10:05,FALSE,NA,"1119815544255995910",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michelle_mchv",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:09:01,FALSE,NA,"1119815273450745856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarlaDarla614",25,TRUE,FALSE,NA,NA
"RT @Glock21OpEd: @IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU @IndivisibleMcL H…",FALSE,0,NA,2019-04-21 04:02:15,FALSE,NA,"1119813570898878467",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",3,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 04:01:57,FALSE,NA,"1119813495242072064",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k8winkler",25,TRUE,FALSE,NA,NA
"RT @IL13voter: .@RodneyDavis I am currently reading the #MuellerReport and see with my own eyes that Barr spun a deliberately false and mis…",FALSE,0,NA,2019-04-21 04:00:13,FALSE,NA,"1119813061429334016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",9,TRUE,FALSE,NA,NA
"@IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU @IndivisibleMcL Yes! ✊🏻✊🏽✊🏿",FALSE,2,"IndivisibleIL",2019-04-21 03:58:49,FALSE,"1119805170454597633","1119812707690196993","831319111414210560","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dear_Old_People",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:50:17,FALSE,NA,"1119810563037696002",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",25,TRUE,FALSE,NA,NA
"RT @Glock21OpEd: @IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU @IndivisibleMcL H…",FALSE,0,NA,2019-04-21 03:47:24,FALSE,NA,"1119809836567412736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",3,TRUE,FALSE,NA,NA
