"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:46:47,FALSE,NA,"1119809678450614272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamAntiTrump",25,TRUE,FALSE,NA,NA
"@IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU… https://t.co/u6a5C0n0xo",FALSE,3,"IndivisibleIL",2019-04-21 03:44:59,TRUE,"1119805170454597633","1119809229035057152","831319111414210560","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Glock21OpEd",3,FALSE,FALSE,NA,NA
"Odd. @senatemajldr could have concurred with @RodneyDavis that the bill failed to receive approval from all the app… https://t.co/1Tk4eLtZ7Q",FALSE,0,NA,2019-04-21 03:44:18,TRUE,NA,"1119809053767585792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScottCDunn",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:43:41,FALSE,NA,"1119808901199925248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndivMetroEast",25,TRUE,FALSE,NA,NA
"@IndivisibleIL @RodneyDavis @IndivisibleTeam @lenihoppenworth @IndivChi_South @IndivMetroEast @Hineni_CU… https://t.co/wx5OAnT3iT",FALSE,0,"IndivisibleIL",2019-04-21 03:43:04,TRUE,"1119805170454597633","1119808746169995264","831319111414210560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","petee224",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:42:47,FALSE,NA,"1119808674581614592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","petee224",25,TRUE,FALSE,NA,NA
"@lad1121 @RodneyDavis @WhiteHouse Willful misinterpretation.  65% of the population got a tax break.  A majority of… https://t.co/swi6veBFUO",FALSE,0,"lad1121",2019-04-21 03:38:38,TRUE,"1119803590548361216","1119807627221983232","69467866","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wapella",0,FALSE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:36:02,FALSE,NA,"1119806973011275776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qavance1",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:32:53,FALSE,NA,"1119806181915222018",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndivChi_South",25,TRUE,FALSE,NA,NA
"RT @IndivisibleIL: Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear their re…",FALSE,0,NA,2019-04-21 03:32:29,FALSE,NA,"1119806081578995717",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleSPI",25,TRUE,FALSE,NA,NA
"Any elected official who does not recognize their Constitutional duty now, when it is so evident -- should fear the… https://t.co/T9T96dj65v",FALSE,40,NA,2019-04-21 03:28:52,TRUE,NA,"1119805170454597633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",25,FALSE,FALSE,NA,NA
"@wapella @RodneyDavis @WhiteHouse Sure, 4% is better than 0%, but saying it “worked wonders” seems pretty tone deaf, friend.",FALSE,0,"wapella",2019-04-21 03:22:35,FALSE,"1119802802518351872","1119803590548361216","15098585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lad1121",0,FALSE,FALSE,NA,NA
"@lad1121 @RodneyDavis @WhiteHouse 65% is straight from the New York Times.  Not exactly a pro-Trump operation.  You… https://t.co/riCJRePn7y",FALSE,0,"lad1121",2019-04-21 03:19:27,TRUE,"1119794531308847104","1119802802518351872","69467866","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wapella",0,FALSE,FALSE,NA,NA
"RT @Bellsadick783: @RodneyDavis Socialism at work, how much $ we giving to farmers this time? Your party literally started a fire and now u…",FALSE,0,NA,2019-04-21 03:09:53,FALSE,NA,"1119800393930686469",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riverliffie",3,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: This is @RodneyDavis 101. Post a picture with a group of people. Say some nice stuff about them. Talk about a bill he s…",FALSE,0,NA,2019-04-21 03:04:57,FALSE,NA,"1119799150877597697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amy_gets",13,TRUE,FALSE,NA,NA
"@wapella @RodneyDavis @WhiteHouse It’s not an interpretation- it is straight from Trump Administration...facts matt… https://t.co/hVYFfzohuu",FALSE,0,"wapella",2019-04-21 02:46:35,TRUE,"1119715788628353025","1119794531308847104","15098585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lad1121",0,FALSE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Emily in Urbana, Ill. to @RodneyDavis #ilpols #ilpolitics #resistbot https://t.co/8CtU…",FALSE,0,NA,2019-04-21 01:23:04,FALSE,NA,"1119773513953554432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndivisibleIL",4,TRUE,FALSE,NA,NA
"@wapella @lad1121 @RodneyDavis @WhiteHouse “Most of the rest don’t pay income tax” your including corporations like… https://t.co/tTKUEaggrR",FALSE,2,"wapella",2019-04-21 00:09:30,TRUE,"1119715788628353025","1119754998508924929","15098585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bellsadick783",0,FALSE,FALSE,NA,NA
"@RodneyDavis For the record I am 100% pro farmer, have a lot of dear friends that are farmers, so I ask you congres… https://t.co/pKutYA78zP",FALSE,0,"Bellsadick783",2019-04-20 23:56:50,TRUE,"1119613489180340224","1119751812008030208","775031203522936832","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bellsadick783",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: @CU_Indivisible @indivisibleWon @RodneyDavis Or @RodneyDavis goes into a local business and rants like a libertarian lunat…",FALSE,0,NA,2019-04-20 23:23:17,FALSE,NA,"1119743368836321280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indivisibleWon",1,TRUE,FALSE,NA,NA
"@DrSPff @funnygirlescope @wapella @RodneyDavis 😂",FALSE,2,"DrSPff",2019-04-20 22:57:58,FALSE,"1119728352317906945","1119736995314642945","2695886309","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DailyLibber",0,FALSE,FALSE,NA,NA
"@DrSPff @wapella @DailyLibber @RodneyDavis Hhmm, seems about right https://t.co/DEpxlRZMs4",FALSE,2,"DrSPff",2019-04-20 22:57:18,FALSE,"1119728352317906945","1119736829966786560","2695886309","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"RT @IHRSA_Advocate: The bipartisan partnership of #PassPHIT is growing! Welcome to our new sponsors! 
@USRepMikeDoyle
@RepBarragan
@DrPhilR…",FALSE,0,NA,2019-04-20 22:34:46,FALSE,NA,"1119731158600900610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkCuatt",2,TRUE,FALSE,NA,NA
"@RodneyDavis Standing up to @realDonaldTrump and his ridiculous losing tariffs would be even more helpful. And it w… https://t.co/VTPTLktq8C",FALSE,2,"RodneyDavis",2019-04-20 22:33:53,TRUE,"1119267813078786048","1119730938462732289","993153006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sydnick1",0,FALSE,FALSE,NA,NA
"@funnygirlescope @wapella @DailyLibber @RodneyDavis They are auditioning for Levi Johnson’s job.",FALSE,2,"funnygirlescope",2019-04-20 22:23:37,FALSE,"1119603216147210240","1119728352317906945","16701609","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",0,FALSE,FALSE,NA,NA
"Explanation, @RodneyDavis? https://t.co/We6k1yvV4h",FALSE,1,NA,2019-04-20 22:16:07,FALSE,NA,"1119726464780394497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILCitizen",1,FALSE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Emily in Urbana, Ill. to @RodneyDavis #ilpols #ilpolitics #resistbot https://t.co/8CtU…",FALSE,0,NA,2019-04-20 22:14:51,FALSE,NA,"1119726146801717248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k2travel1456",4,TRUE,FALSE,NA,NA
"@_GreatBike_ @funnygirlescope @DailyLibber @RodneyDavis Sounds like a good case for a special prosecutor. Do you suspect Russian Collusion?",FALSE,0,"_GreatBike_",2019-04-20 22:11:49,FALSE,"1119724539842314240","1119725383392296966","93801030","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wapella",0,FALSE,FALSE,NA,NA
"@funnygirlescope @wapella @DailyLibber @RodneyDavis I almost got hit by a shopping cart that one of @RodneyDavis' s… https://t.co/YgUVsk4J0d",FALSE,4,"funnygirlescope",2019-04-20 22:08:28,TRUE,"1119603216147210240","1119724539842314240","16701609","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"RT @Bellsadick783: @RodneyDavis Socialism at work, how much $ we giving to farmers this time? Your party literally started a fire and now u…",FALSE,0,NA,2019-04-20 21:59:56,FALSE,NA,"1119722393566576641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",3,TRUE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Emily in Urbana, Ill. to @RodneyDavis #ilpols #ilpolitics #resistbot https://t.co/8CtU…",FALSE,0,NA,2019-04-20 21:56:35,FALSE,NA,"1119721547583971329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",4,TRUE,FALSE,NA,NA
"@RepLaHood @RodneyDavis @GOP 

Some light reading for you tonight...

https://t.co/plNWafSszO",FALSE,0,"RepLaHood",2019-04-20 21:50:13,FALSE,NA,"1119719949449166856","3686482216","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","valerietibbs",0,FALSE,FALSE,NA,NA
"@lad1121 @RodneyDavis @WhiteHouse The accurate number, not the interpretation of the Senator from California is 65%… https://t.co/J8rqiYKt8E",FALSE,0,"lad1121",2019-04-20 21:33:41,TRUE,"1119688844985688071","1119715788628353025","69467866","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wapella",0,FALSE,FALSE,NA,NA
"@Grace4Peace1 @RodneyDavis Single-payer = FAIL.",FALSE,0,"Grace4Peace1",2019-04-20 21:25:58,FALSE,"1119225371617046529","1119713843511427074","823325678963539968","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JaimeThissen",0,FALSE,FALSE,NA,NA
"RT @RodneyDavis: As the husband of a nurse, I understand the struggles the nursing workforce and healthcare industry face. I had a good dis…",FALSE,0,NA,2019-04-20 21:25:04,FALSE,NA,"1119713617321123840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JaimeThissen",1,TRUE,FALSE,NA,NA
"@DailyLibber @wapella @RodneyDavis Funny, I thought the exact same thing, sad that this is how low my opinion of Davis has fallen.",FALSE,4,"DailyLibber",2019-04-20 20:40:42,FALSE,"1119678244364726274","1119702454051004418","837821790638460929","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnygirlescope",0,FALSE,FALSE,NA,NA
"RT @IHRSA_Advocate: The bipartisan partnership of #PassPHIT is growing! Welcome to our new sponsors! 
@USRepMikeDoyle
@RepBarragan
@DrPhilR…",FALSE,0,NA,2019-04-20 20:14:09,FALSE,NA,"1119695769987104768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VertexFitness",2,TRUE,FALSE,NA,NA
"@il_american @RodneyDavis Davis will win by like ten",FALSE,0,"il_american",2019-04-20 20:10:46,FALSE,"1119694613323841537","1119694919759585282","767785801350582272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ABPatriotWriter",0,FALSE,FALSE,NA,NA
"@il_american @RodneyDavis How did Trump do in this district?",FALSE,0,"il_american",2019-04-20 20:07:05,FALSE,"1119675378199670786","1119693993934114816","767785801350582272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ABPatriotWriter",0,FALSE,FALSE,NA,NA
"@wapella @RodneyDavis That statement came from the @WhiteHouse mate...",FALSE,0,"wapella",2019-04-20 19:46:38,FALSE,"1119586144965025792","1119688844985688071","15098585","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lad1121",0,FALSE,FALSE,NA,NA
"America’s #OneManCircleJerk @realDonaldTrump has lost his locus of control!  As we know, bananas don’t fall from th… https://t.co/ynHrw5gLK2",FALSE,0,NA,2019-04-20 19:15:10,TRUE,NA,"1119680927469379589",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","holthaus10",0,FALSE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Emily in Urbana, Ill. to @RodneyDavis #ilpols #ilpolitics #resistbot https://t.co/8CtU…",FALSE,0,NA,2019-04-20 19:06:00,FALSE,NA,"1119678618802827264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","diannew80021712",4,TRUE,FALSE,NA,NA
"@wapella @funnygirlescope @RodneyDavis I don't even know what the hell you're talking about or why you're still goi… https://t.co/CC1jMus19i",FALSE,3,"wapella",2019-04-20 19:04:30,TRUE,"1119602663992254466","1119678244364726274","15098585","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DailyLibber",0,FALSE,FALSE,NA,NA
"RT @Hineni_CU: You know what would *really* benefit our farmers, @RodneyDavis? Stopping the trade war with China. Those tariffs are killing…",FALSE,0,NA,2019-04-20 18:45:22,FALSE,NA,"1119673430369083392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChampaignCoDems",6,TRUE,FALSE,NA,NA
"I just delivered this letter from Emily in Urbana, Ill. to @RodneyDavis #ilpols #ilpolitics #resistbot https://t.co/8CtUtmh96P",FALSE,6,NA,2019-04-20 18:25:50,FALSE,NA,"1119668510865551360",NA,"<a href=""http://resist.bot"" rel=""nofollow"">Resistbot Open Letters</a>","openletterbot",4,FALSE,FALSE,NA,NA
"RT @Hineni_CU: Don't hold your breath. Last summer, the day after the CA judge ordered all separated kids returned to parents, @RodneyDavis…",FALSE,0,NA,2019-04-20 17:34:38,FALSE,NA,"1119655628841082882",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cappeye",8,TRUE,FALSE,NA,NA
"@RodneyDavis Is your plan to avoid talking about the Mueller report to post empty words and a few photos? Please im… https://t.co/BT9IrXzick",FALSE,1,"RodneyDavis",2019-04-20 17:17:51,TRUE,"1119267813078786048","1119651404958670848","993153006","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",0,FALSE,FALSE,NA,NA
"RT @Hineni_CU: You know what would *really* benefit our farmers, @RodneyDavis? Stopping the trade war with China. Those tariffs are killing…",FALSE,0,NA,2019-04-20 17:13:46,FALSE,NA,"1119650377685700608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",6,TRUE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis Please explain how it is justified in your mind that Pelosi is responsible for fixing the mess that one party rule…",FALSE,0,NA,2019-04-20 17:13:16,FALSE,NA,"1119650250447294466",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",7,TRUE,FALSE,NA,NA
"RT @_GreatBike_: Thread on why @RodneyDavis' ""[paper]work requirements"" are cruel, classist, inefficient, &amp; uncivil. People that are sick s…",FALSE,0,NA,2019-04-20 17:12:52,FALSE,NA,"1119650151218458639",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",4,TRUE,FALSE,NA,NA
"RT @Bellsadick783: @RodneyDavis Socialism at work, how much $ we giving to farmers this time? Your party literally started a fire and now u…",FALSE,0,NA,2019-04-20 17:10:32,FALSE,NA,"1119649563265126401",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",3,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @wapella @DailyLibber @RodneyDavis Yes, that's my point, he posts well AFTER he is here so it is simple to avoid Const…",FALSE,0,NA,2019-04-20 17:08:32,FALSE,NA,"1119649057851486208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",4,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis So Republicans run EVERYTHING for 2 years, Donnie changes trade agreements &amp; adds tariffs &amp; U now think @…",FALSE,0,NA,2019-04-20 17:08:13,FALSE,NA,"1119648980625915907",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dianadudzie",5,TRUE,FALSE,NA,NA
"RT @IL13voter: .@RodneyDavis I am currently reading the #MuellerReport and see with my own eyes that Barr spun a deliberately false and mis…",FALSE,0,NA,2019-04-20 17:04:32,FALSE,NA,"1119648054536278017",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",9,TRUE,FALSE,NA,NA
"@RodneyDavis How’s the soy bean tariffs impacting your district? This #IL14 constituent hopes you’re replaced &amp; rep… https://t.co/qgoczPkKFZ",FALSE,6,"RodneyDavis",2019-04-20 17:03:31,TRUE,"1119267813078786048","1119647795424706571","993153006","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",1,FALSE,FALSE,NA,NA
"RT @donny_moscow: @RodneyDavis Republican induced soy bean tariffs?",FALSE,0,NA,2019-04-20 17:01:09,FALSE,NA,"1119647200265551872",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",1,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @wapella @DailyLibber @RodneyDavis Yes, that's my point, he posts well AFTER he is here so it is simple to avoid Const…",FALSE,0,NA,2019-04-20 17:01:01,FALSE,NA,"1119647168040787970",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CindyMundell",4,TRUE,FALSE,NA,NA
